Species	GO_term	GO_description	Count
Jlac_OSC162217	GO:0005506	iron ion binding	2
Jlac_OSC162217	GO:0051536	iron-sulfur cluster binding	2
Jlac_OSC162217	GO:0016226	iron-sulfur cluster assembly	2
Jlac_OSC162217	GO:0008168	methyltransferase activity	13
Jlac_OSC162217	GO:0004176	ATP-dependent peptidase activity	8
Jlac_OSC162217	GO:0004252	serine-type endopeptidase activity	9
Jlac_OSC162217	GO:0006310	DNA recombination	11
Jlac_OSC162217	GO:0015074	DNA integration	11
Jlac_OSC162217	GO:0003916	DNA topoisomerase activity	3
Jlac_OSC162217	GO:0006265	DNA topological change	5
Jlac_OSC162217	GO:0016874	ligase activity	2
Jlac_OSC162217	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	6
Jlac_OSC162217	GO:0006351	transcription DNA-templated	6
Jlac_OSC162217	GO:0005743	mitochondrial inner membrane	3
Jlac_OSC162217	GO:0070469	respirasome	2
Jlac_OSC162217	GO:0003676	nucleic acid binding	6
Jlac_OSC162217	GO:0003725	double-stranded RNA binding	2
Jlac_OSC162217	GO:0009982	pseudouridine synthase activity	4
Jlac_OSC162217	GO:0001522	pseudouridine synthesis	4
Jlac_OSC162217	GO:0009451	RNA modification	4
Jlac_OSC162217	GO:0045454	cell redox homeostasis	2
Jlac_OSC162217	GO:0016491	oxidoreductase activity	3
Jlac_OSC162217	GO:0004523	RNA-DNA hybrid ribonuclease activity	1
Jlac_OSC162217	GO:0004814	arginine-tRNA ligase activity	2
Jlac_OSC162217	GO:0006420	arginyl-tRNA aminoacylation	2
Jlac_OSC162217	GO:0015934	large ribosomal subunit	2
Jlac_OSC162217	GO:0000287	magnesium ion binding	2
Jlac_OSC162217	GO:0004427	inorganic diphosphatase activity	2
Jlac_OSC162217	GO:0006796	phosphate-containing compound metabolic process	2
Jlac_OSC162217	GO:0005737	cytoplasm	2
Jlac_OSC162217	GO:0008408	3'-5' exonuclease activity	4
Jlac_OSC162217	GO:0008817	cob(I)yrinic acid ac-diamide adenosyltransferase activity	1
Jlac_OSC162217	GO:0009236	cobalamin biosynthetic process	1
Jlac_OSC162217	GO:0016817	hydrolase activity acting on acid anhydrides	1
Jlac_OSC162217	GO:0005315	inorganic phosphate transmembrane transporter activity	1
Jlac_OSC162217	GO:0006817	phosphate ion transport	1
Jlac_OSC162217	GO:0004810	tRNA adenylyltransferase activity	1
Jlac_OSC162217	GO:0017038	protein import	2
Jlac_OSC162217	GO:0004177	aminopeptidase activity	2
Jlac_OSC162217	GO:0003697	single-stranded DNA binding	2
Jlac_OSC162217	GO:0006281	DNA repair	7
Jlac_OSC162217	GO:0004127	cytidylate kinase activity	2
Jlac_OSC162217	GO:0006139	nucleobase-containing compound metabolic process	2
Jlac_OSC162217	GO:0008017	microtubule binding	3
Jlac_OSC162217	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	2
Jlac_OSC162217	GO:0009036	type II site-specific deoxyribonuclease activity	3
Jlac_OSC162217	GO:0009307	DNA restriction-modification system	3
Jlac_OSC162217	GO:0002949	tRNA threonylcarbamoyladenosine modification	2
Jlac_OSC162217	GO:0005747	mitochondrial respiratory chain complex I	1
Jlac_OSC162217	GO:0004826	phenylalanine-tRNA ligase activity	2
Jlac_OSC162217	GO:0042802	identical protein binding	1
Jlac_OSC162217	GO:0043015	gamma-tubulin binding	1
Jlac_OSC162217	GO:0042254	ribosome biogenesis	2
Jlac_OSC162217	GO:0003678	DNA helicase activity	3
Jlac_OSC162217	GO:0000723	telomere maintenance	3
Jlac_OSC162217	GO:0008173	RNA methyltransferase activity	2
Jlac_OSC162217	GO:0003700	DNA-binding transcription factor activity	2
Jlac_OSC162217	GO:0006304	DNA modification	3
Jlac_OSC162217	GO:0003911	DNA ligase (NAD+) activity	2
Jlac_OSC162217	GO:0016747	transferase activity transferring acyl groups other than amino-acyl groups	1
Jlac_OSC162217	GO:0015031	protein transport	2
Jlac_OSC162217	GO:0004146	dihydrofolate reductase activity	2
Jlac_OSC162217	GO:0046654	tetrahydrofolate biosynthetic process	2
Jlac_OSC162217	GO:0046740	transport of virus in host cell to cell	1
Jlac_OSC162217	GO:0003743	translation initiation factor activity	3
Jlac_OSC162217	GO:0046983	protein dimerization activity	1
Jlac_OSC162217	GO:0007059	chromosome segregation	1
Jlac_OSC162217	GO:0051301	cell division	1
Jlac_OSC162217	GO:0003746	translation elongation factor activity	1
Jlac_OSC162217	GO:0006414	translational elongation	1
Jlac_OSC162217	GO:0020037	heme binding	1
Jlac_OSC162217	GO:0017004	cytochrome complex assembly	1
Jlac_OSC162217	GO:0016032	viral process	1
Jlac_OSC162217	GO:0006415	translational termination	2
Jlac_OSC162217	GO:0009405	pathogenesis	1
Jlac_OSC162217	GO:0005887	integral component of plasma membrane	2
Jlac_OSC162217	GO:0000774	adenyl-nucleotide exchange factor activity	2
Jlac_OSC162217	GO:0042803	protein homodimerization activity	4
Jlac_OSC162217	GO:0051087	chaperone binding	2
Jlac_OSC162217	GO:0006457	protein folding	2
Jlac_OSC162217	GO:0004813	alanine-tRNA ligase activity	3
Jlac_OSC162217	GO:0006419	alanyl-tRNA aminoacylation	3
Jlac_OSC162217	GO:0005815	microtubule organizing center	2
Jlac_OSC162217	GO:0003918	DNA topoisomerase type II (double strand cut ATP-hydrolyzing) activity	2
Jlac_OSC162217	GO:0016788	hydrolase activity acting on ester bonds	2
Jlac_OSC162217	GO:0005085	guanyl-nucleotide exchange factor activity	1
Jlac_OSC162217	GO:0003712	transcription coregulator activity	1
Jlac_OSC162217	GO:0016592	mediator complex	1
Jlac_OSC162217	GO:0004674	protein serine/threonine kinase activity	1
Jlac_OSC162217	GO:0004519	endonuclease activity	1
Jlac_OSC162217	GO:0043571	maintenance of CRISPR repeat elements	1
Jlac_OSC162217	GO:0051607	defense response to virus	1
Jlac_OSC162217	GO:0008134	transcription factor binding	2
Jlac_OSC162217	GO:0070840	dynein complex binding	2
Jlac_OSC162217	GO:0005198	structural molecule activity	2
Jlac_OSC162217	GO:0008855	exodeoxyribonuclease VII activity	1
Jlac_OSC162217	GO:0009403	toxin biosynthetic process	1
Jlac_OSC162217	GO:0016702	oxidoreductase activity acting on single donors with incorporation of molecular oxygen incorporation of two atoms of oxygen	1
Jlac_OSC162217	GO:0043531	ADP binding	1
Jlac_OSC162217	GO:0050909	sensory perception of taste	1
Jlac_OSC162217	GO:0019028	viral capsid	1
Jlac_OSC162217	GO:0004526	ribonuclease P activity	1
Jlac_OSC162217	GO:0008033	tRNA processing	1
Jlac_OSC162217	GO:0055085	transmembrane transport	1
Jlac_OSC162217	GO:0016192	vesicle-mediated transport	1
Jlac_OSC162217	GO:0050840	extracellular matrix binding	1
Jlac_OSC162217	GO:0005576	extracellular region	1
Jlac_OSC162217	GO:0003896	DNA primase activity	1
Jlac_OSC162217	GO:0006486	protein glycosylation	1
MorAlp_AD073_MRE_prot	GO:0003677	DNA binding	22
MorAlp_AD073_MRE_prot	GO:0008170	N-methyltransferase activity	2
MorAlp_AD073_MRE_prot	GO:0006306	DNA methylation	2
MorAlp_AD073_MRE_prot	GO:0005506	iron ion binding	1
MorAlp_AD073_MRE_prot	GO:0016705	oxidoreductase activity acting on paired donors with incorporation or reduction of molecular oxygen	1
MorAlp_AD073_MRE_prot	GO:0020037	heme binding	1
MorAlp_AD073_MRE_prot	GO:0055114	oxidation-reduction process	2
MorAlp_AD073_MRE_prot	GO:0005524	ATP binding	33
MorAlp_AD073_MRE_prot	GO:0017038	protein import	1
MorAlp_AD073_MRE_prot	GO:0016020	membrane	3
MorAlp_AD073_MRE_prot	GO:0008408	3'-5' exonuclease activity	2
MorAlp_AD073_MRE_prot	GO:0006260	DNA replication	2
MorAlp_AD073_MRE_prot	GO:0000150	recombinase activity	1
MorAlp_AD073_MRE_prot	GO:0006310	DNA recombination	1
MorAlp_AD073_MRE_prot	GO:0004810	tRNA adenylyltransferase activity	1
MorAlp_AD073_MRE_prot	GO:0003723	RNA binding	13
MorAlp_AD073_MRE_prot	GO:0003924	GTPase activity	5
MorAlp_AD073_MRE_prot	GO:0005525	GTP binding	6
MorAlp_AD073_MRE_prot	GO:0006364	rRNA processing	3
MorAlp_AD073_MRE_prot	GO:0016887	ATPase activity	4
MorAlp_AD073_MRE_prot	GO:0016779	nucleotidyltransferase activity	1
MorAlp_AD073_MRE_prot	GO:0006415	translational termination	1
MorAlp_AD073_MRE_prot	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	1
MorAlp_AD073_MRE_prot	GO:0008173	RNA methyltransferase activity	1
MorAlp_AD073_MRE_prot	GO:0006396	RNA processing	2
MorAlp_AD073_MRE_prot	GO:0004222	metalloendopeptidase activity	3
MorAlp_AD073_MRE_prot	GO:0000166	nucleotide binding	15
MorAlp_AD073_MRE_prot	GO:0004812	aminoacyl-tRNA ligase activity	16
MorAlp_AD073_MRE_prot	GO:0006418	tRNA aminoacylation for protein translation	14
MorAlp_AD073_MRE_prot	GO:0000049	tRNA binding	2
MorAlp_AD073_MRE_prot	GO:0043039	tRNA aminoacylation	2
MorAlp_AD073_MRE_prot	GO:0004826	phenylalanine-tRNA ligase activity	1
MorAlp_AD073_MRE_prot	GO:0008270	zinc ion binding	2
MorAlp_AD073_MRE_prot	GO:0016021	integral component of membrane	2
MorAlp_AD073_MRE_prot	GO:0003905	alkylbase DNA N-glycosylase activity	1
MorAlp_AD073_MRE_prot	GO:0006284	base-excision repair	2
MorAlp_AD073_MRE_prot	GO:0003911	DNA ligase (NAD+) activity	1
MorAlp_AD073_MRE_prot	GO:0006355	regulation of transcription DNA-templated	4
MorAlp_AD073_MRE_prot	GO:0004525	ribonuclease III activity	1
MorAlp_AD073_MRE_prot	GO:0006508	proteolysis	4
MorAlp_AD073_MRE_prot	GO:0002949	tRNA threonylcarbamoyladenosine modification	1
MorAlp_AD073_MRE_prot	GO:0003746	translation elongation factor activity	1
MorAlp_AD073_MRE_prot	GO:0006414	translational elongation	1
MorAlp_AD073_MRE_prot	GO:0000774	adenyl-nucleotide exchange factor activity	1
MorAlp_AD073_MRE_prot	GO:0042803	protein homodimerization activity	1
MorAlp_AD073_MRE_prot	GO:0051087	chaperone binding	1
MorAlp_AD073_MRE_prot	GO:0006457	protein folding	1
MorAlp_AD073_MRE_prot	GO:0008168	methyltransferase activity	7
MorAlp_AD073_MRE_prot	GO:0003735	structural constituent of ribosome	38
MorAlp_AD073_MRE_prot	GO:0019843	rRNA binding	5
MorAlp_AD073_MRE_prot	GO:0006412	translation	37
MorAlp_AD073_MRE_prot	GO:0005840	ribosome	34
MorAlp_AD073_MRE_prot	GO:0003684	damaged DNA binding	1
MorAlp_AD073_MRE_prot	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	1
MorAlp_AD073_MRE_prot	GO:0016799	hydrolase activity hydrolyzing N-glycosyl compounds	1
MorAlp_AD073_MRE_prot	GO:0004814	arginine-tRNA ligase activity	1
MorAlp_AD073_MRE_prot	GO:0006420	arginyl-tRNA aminoacylation	1
MorAlp_AD073_MRE_prot	GO:0032784	regulation of DNA-templated transcription elongation	2
MorAlp_AD073_MRE_prot	GO:0004813	alanine-tRNA ligase activity	1
MorAlp_AD073_MRE_prot	GO:0006419	alanyl-tRNA aminoacylation	1
MorAlp_AD073_MRE_prot	GO:0016788	hydrolase activity acting on ester bonds	1
MorAlp_AD073_MRE_prot	GO:0003916	DNA topoisomerase activity	1
MorAlp_AD073_MRE_prot	GO:0006265	DNA topological change	4
MorAlp_AD073_MRE_prot	GO:0004526	ribonuclease P activity	1
MorAlp_AD073_MRE_prot	GO:0008033	tRNA processing	1
MorAlp_AD073_MRE_prot	GO:0004045	aminoacyl-tRNA hydrolase activity	1
MorAlp_AD073_MRE_prot	GO:0016874	ligase activity	1
MorAlp_AD073_MRE_prot	GO:0016491	oxidoreductase activity	1
MorAlp_AD073_MRE_prot	GO:0003824	catalytic activity	1
MorAlp_AD073_MRE_prot	GO:0006281	DNA repair	1
MorAlp_AD073_MRE_prot	GO:0000287	magnesium ion binding	1
MorAlp_AD073_MRE_prot	GO:0004427	inorganic diphosphatase activity	1
MorAlp_AD073_MRE_prot	GO:0006796	phosphate-containing compound metabolic process	1
MorAlp_AD073_MRE_prot	GO:0005737	cytoplasm	1
MorAlp_AD073_MRE_prot	GO:0015934	large ribosomal subunit	1
MorAlp_AD073_MRE_prot	GO:0016787	hydrolase activity	1
MorAlp_AD073_MRE_prot	GO:0004176	ATP-dependent peptidase activity	3
MorAlp_AD073_MRE_prot	GO:0004252	serine-type endopeptidase activity	3
MorAlp_AD073_MRE_prot	GO:0009036	type II site-specific deoxyribonuclease activity	1
MorAlp_AD073_MRE_prot	GO:0009307	DNA restriction-modification system	1
MorAlp_AD073_MRE_prot	GO:0015031	protein transport	1
MorAlp_AD073_MRE_prot	GO:0003743	translation initiation factor activity	2
MorAlp_AD073_MRE_prot	GO:0006413	translational initiation	2
MorAlp_AD073_MRE_prot	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	3
MorAlp_AD073_MRE_prot	GO:0006351	transcription DNA-templated	3
MorAlp_AD073_MRE_prot	GO:0009982	pseudouridine synthase activity	3
MorAlp_AD073_MRE_prot	GO:0001522	pseudouridine synthesis	3
MorAlp_AD073_MRE_prot	GO:0009451	RNA modification	3
MorAlp_AD073_MRE_prot	GO:0042254	ribosome biogenesis	1
MorAlp_AD073_MRE_prot	GO:0003918	DNA topoisomerase type II (double strand cut ATP-hydrolyzing) activity	3
MorAlp_AD073_MRE_prot	GO:0005267	potassium channel activity	1
MorAlp_AD073_MRE_prot	GO:0003676	nucleic acid binding	1
MorAlp_AD073_MRE_prot	GO:0003700	DNA-binding transcription factor activity	1
MorAlp_AD073_MRE_prot	GO:0006352	DNA-templated transcription initiation	1
MorAlp_AD073_MRE_prot	GO:0004197	cysteine-type endopeptidase activity	1
MorAlp_AD073_MRE_prot	GO:0071586	CAAX-box protein processing	1
MorAlp_AD073_MRE_prot	GO:0019013	viral nucleocapsid	1
MorGam_AM1032_MRE	GO:0006364	rRNA processing	3
MorGam_AM1032_MRE	GO:0003924	GTPase activity	4
MorGam_AM1032_MRE	GO:0005525	GTP binding	6
MorGam_AM1032_MRE	GO:0003723	RNA binding	12
MorGam_AM1032_MRE	GO:0004810	tRNA adenylyltransferase activity	1
MorGam_AM1032_MRE	GO:0000150	recombinase activity	1
MorGam_AM1032_MRE	GO:0003677	DNA binding	13
MorGam_AM1032_MRE	GO:0006310	DNA recombination	1
MorGam_AM1032_MRE	GO:0003676	nucleic acid binding	2
MorGam_AM1032_MRE	GO:0005524	ATP binding	34
MorGam_AM1032_MRE	GO:0046559	alpha-glucuronidase activity	1
MorGam_AM1032_MRE	GO:0045493	xylan catabolic process	1
MorGam_AM1032_MRE	GO:0004672	protein kinase activity	4
MorGam_AM1032_MRE	GO:0006468	protein phosphorylation	4
MorGam_AM1032_MRE	GO:0019901	protein kinase binding	1
MorGam_AM1032_MRE	GO:0005507	copper ion binding	1
MorGam_AM1032_MRE	GO:0016641	oxidoreductase activity acting on the CH-NH2 group of donors oxygen as acceptor	1
MorGam_AM1032_MRE	GO:0055114	oxidation-reduction process	2
MorGam_AM1032_MRE	GO:0016887	ATPase activity	6
MorGam_AM1032_MRE	GO:0000049	tRNA binding	2
MorGam_AM1032_MRE	GO:0004812	aminoacyl-tRNA ligase activity	14
MorGam_AM1032_MRE	GO:0043039	tRNA aminoacylation	2
MorGam_AM1032_MRE	GO:0010506	regulation of autophagy	1
MorGam_AM1032_MRE	GO:0005615	extracellular space	1
MorGam_AM1032_MRE	GO:0003700	DNA-binding transcription factor activity	1
MorGam_AM1032_MRE	GO:0006352	DNA-templated transcription initiation	1
MorGam_AM1032_MRE	GO:0006355	regulation of transcription DNA-templated	3
MorGam_AM1032_MRE	GO:0003697	single-stranded DNA binding	1
MorGam_AM1032_MRE	GO:0006281	DNA repair	2
MorGam_AM1032_MRE	GO:0003911	DNA ligase (NAD+) activity	1
MorGam_AM1032_MRE	GO:0003735	structural constituent of ribosome	39
MorGam_AM1032_MRE	GO:0006412	translation	38
MorGam_AM1032_MRE	GO:0005840	ribosome	36
MorGam_AM1032_MRE	GO:0000166	nucleotide binding	13
MorGam_AM1032_MRE	GO:0006418	tRNA aminoacylation for protein translation	12
MorGam_AM1032_MRE	GO:0008173	RNA methyltransferase activity	1
MorGam_AM1032_MRE	GO:0006396	RNA processing	2
MorGam_AM1032_MRE	GO:0003743	translation initiation factor activity	2
MorGam_AM1032_MRE	GO:0006413	translational initiation	2
MorGam_AM1032_MRE	GO:0003918	DNA topoisomerase type II (double strand cut ATP-hydrolyzing) activity	1
MorGam_AM1032_MRE	GO:0006265	DNA topological change	2
MorGam_AM1032_MRE	GO:0009982	pseudouridine synthase activity	3
MorGam_AM1032_MRE	GO:0001522	pseudouridine synthesis	3
MorGam_AM1032_MRE	GO:0009451	RNA modification	3
MorGam_AM1032_MRE	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	3
MorGam_AM1032_MRE	GO:0006351	transcription DNA-templated	3
MorGam_AM1032_MRE	GO:0042254	ribosome biogenesis	1
MorGam_AM1032_MRE	GO:0015031	protein transport	1
MorGam_AM1032_MRE	GO:0016020	membrane	2
MorGam_AM1032_MRE	GO:0019843	rRNA binding	4
MorGam_AM1032_MRE	GO:0045454	cell redox homeostasis	1
MorGam_AM1032_MRE	GO:0004176	ATP-dependent peptidase activity	1
MorGam_AM1032_MRE	GO:0004252	serine-type endopeptidase activity	1
MorGam_AM1032_MRE	GO:0006508	proteolysis	2
MorGam_AM1032_MRE	GO:0016491	oxidoreductase activity	1
MorGam_AM1032_MRE	GO:0016874	ligase activity	1
MorGam_AM1032_MRE	GO:0004045	aminoacyl-tRNA hydrolase activity	1
MorGam_AM1032_MRE	GO:0004526	ribonuclease P activity	1
MorGam_AM1032_MRE	GO:0008033	tRNA processing	1
MorGam_AM1032_MRE	GO:0003916	DNA topoisomerase activity	1
MorGam_AM1032_MRE	GO:0003824	catalytic activity	1
MorGam_AM1032_MRE	GO:0000287	magnesium ion binding	1
MorGam_AM1032_MRE	GO:0004427	inorganic diphosphatase activity	1
MorGam_AM1032_MRE	GO:0006796	phosphate-containing compound metabolic process	1
MorGam_AM1032_MRE	GO:0005737	cytoplasm	1
MorGam_AM1032_MRE	GO:0015934	large ribosomal subunit	1
MorGam_AM1032_MRE	GO:0008168	methyltransferase activity	1
MorGam_AM1032_MRE	GO:0016787	hydrolase activity	1
MorGam_AM1032_MRE	GO:0005515	protein binding	1
MorGam_AM1032_MRE	GO:0003684	damaged DNA binding	1
MorGam_AM1032_MRE	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	1
MorGam_AM1032_MRE	GO:0008270	zinc ion binding	1
MorGam_AM1032_MRE	GO:0016799	hydrolase activity hydrolyzing N-glycosyl compounds	1
MorGam_AM1032_MRE	GO:0006284	base-excision repair	2
MorGam_AM1032_MRE	GO:0016788	hydrolase activity acting on ester bonds	1
MorGam_AM1032_MRE	GO:0004813	alanine-tRNA ligase activity	1
MorGam_AM1032_MRE	GO:0006419	alanyl-tRNA aminoacylation	1
MorGam_AM1032_MRE	GO:0032784	regulation of DNA-templated transcription elongation	1
MorGam_AM1032_MRE	GO:0004814	arginine-tRNA ligase activity	1
MorGam_AM1032_MRE	GO:0006420	arginyl-tRNA aminoacylation	1
MorGam_AM1032_MRE	GO:0000774	adenyl-nucleotide exchange factor activity	1
MorGam_AM1032_MRE	GO:0042803	protein homodimerization activity	1
MorGam_AM1032_MRE	GO:0051087	chaperone binding	1
MorGam_AM1032_MRE	GO:0006457	protein folding	1
MorGam_AM1032_MRE	GO:0003746	translation elongation factor activity	1
MorGam_AM1032_MRE	GO:0006414	translational elongation	1
MorGam_AM1032_MRE	GO:0002949	tRNA threonylcarbamoyladenosine modification	1
MorGam_AM1032_MRE	GO:0004222	metalloendopeptidase activity	2
MorGam_AM1032_MRE	GO:0004525	ribonuclease III activity	1
MorGam_AM1032_MRE	GO:0008408	3'-5' exonuclease activity	2
MorGam_AM1032_MRE	GO:0006260	DNA replication	2
MorGam_AM1032_MRE	GO:0017038	protein import	1
MorGam_AM1032_MRE	GO:0006415	translational termination	1
MorGam_AM1032_MRE	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	1
MorGam_AM1032_MRE	GO:0005484	SNAP receptor activity	1
MorGam_AM1032_MRE	GO:0006890	retrograde vesicle-mediated transport Golgi to endoplasmic reticulum	1
MorGam_AM1032_MRE	GO:0003905	alkylbase DNA N-glycosylase activity	1
MorGam_AM1032_MRE	GO:0004826	phenylalanine-tRNA ligase activity	1
MorGam_AM1032_MRE	GO:0048870	cell motility	1
MorGam_AM1032_MRE	GO:0031514	motile cilium	1
MortAD185_MRE_genomic	GO:0051082	unfolded protein binding	2
MortAD185_MRE_genomic	GO:0006457	protein folding	3
MortAD185_MRE_genomic	GO:0016272	prefoldin complex	1
MortAD185_MRE_genomic	GO:0003824	catalytic activity	2
MortAD185_MRE_genomic	GO:0003677	DNA binding	39
MortAD185_MRE_genomic	GO:0005525	GTP binding	13
MortAD185_MRE_genomic	GO:0004672	protein kinase activity	9
MortAD185_MRE_genomic	GO:0006468	protein phosphorylation	9
MortAD185_MRE_genomic	GO:0000287	magnesium ion binding	1
MortAD185_MRE_genomic	GO:0004427	inorganic diphosphatase activity	1
MortAD185_MRE_genomic	GO:0006796	phosphate-containing compound metabolic process	1
MortAD185_MRE_genomic	GO:0005737	cytoplasm	2
MortAD185_MRE_genomic	GO:0019385	methanogenesis from acetate	1
MortAD185_MRE_genomic	GO:0003735	structural constituent of ribosome	39
MortAD185_MRE_genomic	GO:0006412	translation	38
MortAD185_MRE_genomic	GO:0005840	ribosome	37
MortAD185_MRE_genomic	GO:0003700	DNA-binding transcription factor activity	2
MortAD185_MRE_genomic	GO:0006352	DNA-templated transcription initiation	1
MortAD185_MRE_genomic	GO:0006355	regulation of transcription DNA-templated	4
MortAD185_MRE_genomic	GO:0000166	nucleotide binding	15
MortAD185_MRE_genomic	GO:0004812	aminoacyl-tRNA ligase activity	15
MortAD185_MRE_genomic	GO:0005524	ATP binding	43
MortAD185_MRE_genomic	GO:0006418	tRNA aminoacylation for protein translation	13
MortAD185_MRE_genomic	GO:0006310	DNA recombination	12
MortAD185_MRE_genomic	GO:0015074	DNA integration	10
MortAD185_MRE_genomic	GO:0005198	structural molecule activity	2
MortAD185_MRE_genomic	GO:0016032	viral process	2
MortAD185_MRE_genomic	GO:0016020	membrane	4
MortAD185_MRE_genomic	GO:0003723	RNA binding	12
MortAD185_MRE_genomic	GO:0003924	GTPase activity	4
MortAD185_MRE_genomic	GO:0004222	metalloendopeptidase activity	3
MortAD185_MRE_genomic	GO:0006508	proteolysis	6
MortAD185_MRE_genomic	GO:0000049	tRNA binding	2
MortAD185_MRE_genomic	GO:0043039	tRNA aminoacylation	2
MortAD185_MRE_genomic	GO:0016021	integral component of membrane	4
MortAD185_MRE_genomic	GO:0004177	aminopeptidase activity	1
MortAD185_MRE_genomic	GO:0006396	RNA processing	3
MortAD185_MRE_genomic	GO:0009982	pseudouridine synthase activity	2
MortAD185_MRE_genomic	GO:0001522	pseudouridine synthesis	2
MortAD185_MRE_genomic	GO:0009451	RNA modification	2
MortAD185_MRE_genomic	GO:0004176	ATP-dependent peptidase activity	2
MortAD185_MRE_genomic	GO:0004252	serine-type endopeptidase activity	2
MortAD185_MRE_genomic	GO:0004784	superoxide dismutase activity	1
MortAD185_MRE_genomic	GO:0046872	metal ion binding	1
MortAD185_MRE_genomic	GO:0006801	superoxide metabolic process	1
MortAD185_MRE_genomic	GO:0055114	oxidation-reduction process	2
MortAD185_MRE_genomic	GO:0004526	ribonuclease P activity	1
MortAD185_MRE_genomic	GO:0008033	tRNA processing	1
MortAD185_MRE_genomic	GO:0016874	ligase activity	1
MortAD185_MRE_genomic	GO:0005515	protein binding	1
MortAD185_MRE_genomic	GO:0031554	regulation of DNA-templated transcription termination	1
MortAD185_MRE_genomic	GO:0006364	rRNA processing	1
MortAD185_MRE_genomic	GO:0016887	ATPase activity	5
MortAD185_MRE_genomic	GO:0004827	proline-tRNA ligase activity	1
MortAD185_MRE_genomic	GO:0006433	prolyl-tRNA aminoacylation	1
MortAD185_MRE_genomic	GO:0003911	DNA ligase (NAD+) activity	1
MortAD185_MRE_genomic	GO:0003684	damaged DNA binding	1
MortAD185_MRE_genomic	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	1
MortAD185_MRE_genomic	GO:0008270	zinc ion binding	2
MortAD185_MRE_genomic	GO:0016799	hydrolase activity hydrolyzing N-glycosyl compounds	1
MortAD185_MRE_genomic	GO:0006284	base-excision repair	2
MortAD185_MRE_genomic	GO:0004814	arginine-tRNA ligase activity	1
MortAD185_MRE_genomic	GO:0006420	arginyl-tRNA aminoacylation	1
MortAD185_MRE_genomic	GO:0004826	phenylalanine-tRNA ligase activity	1
MortAD185_MRE_genomic	GO:0000150	recombinase activity	2
MortAD185_MRE_genomic	GO:0006415	translational termination	2
MortAD185_MRE_genomic	GO:0003747	translation release factor activity	1
MortAD185_MRE_genomic	GO:0003743	translation initiation factor activity	2
MortAD185_MRE_genomic	GO:0006413	translational initiation	3
MortAD185_MRE_genomic	GO:0008173	RNA methyltransferase activity	1
MortAD185_MRE_genomic	GO:0008168	methyltransferase activity	3
MortAD185_MRE_genomic	GO:0004045	aminoacyl-tRNA hydrolase activity	1
MortAD185_MRE_genomic	GO:0003676	nucleic acid binding	1
MortAD185_MRE_genomic	GO:0006281	DNA repair	2
MortAD185_MRE_genomic	GO:0003697	single-stranded DNA binding	2
MortAD185_MRE_genomic	GO:0019843	rRNA binding	3
MortAD185_MRE_genomic	GO:0004197	cysteine-type endopeptidase activity	1
MortAD185_MRE_genomic	GO:0071586	CAAX-box protein processing	1
MortAD185_MRE_genomic	GO:0016491	oxidoreductase activity	1
MortAD185_MRE_genomic	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	3
MortAD185_MRE_genomic	GO:0006351	transcription DNA-templated	3
MortAD185_MRE_genomic	GO:0042254	ribosome biogenesis	2
MortAD185_MRE_genomic	GO:0022857	transmembrane transporter activity	1
MortAD185_MRE_genomic	GO:0055085	transmembrane transport	2
MortAD185_MRE_genomic	GO:0043565	sequence-specific DNA binding	1
MortAD185_MRE_genomic	GO:0008170	N-methyltransferase activity	9
MortAD185_MRE_genomic	GO:0006306	DNA methylation	9
MortAD185_MRE_genomic	GO:0000398	mRNA splicing via spliceosome	1
MortAD185_MRE_genomic	GO:0032784	regulation of DNA-templated transcription elongation	1
MortAD185_MRE_genomic	GO:0003918	DNA topoisomerase type II (double strand cut ATP-hydrolyzing) activity	1
MortAD185_MRE_genomic	GO:0006265	DNA topological change	2
MortAD185_MRE_genomic	GO:0016788	hydrolase activity acting on ester bonds	1
MortAD185_MRE_genomic	GO:0045454	cell redox homeostasis	1
MortAD185_MRE_genomic	GO:0019028	viral capsid	1
MortAD185_MRE_genomic	GO:0019031	viral envelope	1
MortAD185_MRE_genomic	GO:0016787	hydrolase activity	3
MortAD185_MRE_genomic	GO:0008408	3'-5' exonuclease activity	2
MortAD185_MRE_genomic	GO:0006260	DNA replication	3
MortAD185_MRE_genomic	GO:0004813	alanine-tRNA ligase activity	1
MortAD185_MRE_genomic	GO:0006419	alanyl-tRNA aminoacylation	1
MortAD185_MRE_genomic	GO:0030492	hemoglobin binding	1
MortAD185_MRE_genomic	GO:0030218	erythrocyte differentiation	1
MortAD185_MRE_genomic	GO:0050821	protein stabilization	1
MortAD185_MRE_genomic	GO:0009405	pathogenesis	1
MortAD185_MRE_genomic	GO:0003887	DNA-directed DNA polymerase activity	1
